Nama;Gender;Bahasa;Inggris;TIK;Matematika;Fisika;Kimia;Biologi;Geografi;Sosiologi;Antropologi;Extra_Kurikuler;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Adina Phillips;Wanita;71,4;69,2;70,3;83,3;84;61,3;67,5;71,7;64,6;62,3;Ekskul_6;Orang Tua;Belum;Beasiswa;2007;Bekasi;UKM_3;Tidak;5,5;DKV
Adina Plant;Pria;63,3;81,6;67,4;71;64,7;80,2;67,2;75,5;61,8;73;Ekskul_2;NA;Belum;NA;2007;Bogor;UKM_2;Tidak;4,5;FIKOM
Adina Preston;Pria;87,4;69;86,6;81,9;79,5;83,7;75,3;64,7;64,4;88,3;Tidak;NA;Belum;NA;2007;Bekasi;UKM_3;Tidak;6,5;FISIP
Adina Richardson;Pria;73,1;63,9;77,9;70,6;88,2;71,5;83,3;78,1;83,9;88;Ekskul_1;Orang Tua;Belum;Orang Tua;2009;Jakarta;Tidak;Ya;5,5;FT
Adina Roberts;Wanita;80,9;65,6;76,2;71,6;64,6;84,8;73,1;71,1;71,5;82;Tidak;Orang Tua;Belum;NA;2007;Jakarta;UKM_1;Ya;5,5;DKV
Adina Shaw;Pria;86,3;76,8;79,8;68,8;84,4;65;75,9;63,7;74,5;72,1;Ekskul_3;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;Tidak;Tidak;4;FTI
Adina Stone;Wanita;62,1;82,1;85,4;82,3;85,6;73,1;79,9;80,1;87,9;66,8;Ekskul_5;NA;Belum;NA;2007;Jakarta;UKM_1;Ya;5,5;FT
Adina Vollans;Wanita;79,9;61,1;66,4;71,3;68,9;61,8;72,8;77,9;62,6;66,1;Tidak;Kos;Belum;Beasiswa;2007;Karawang;Tidak;Tidak;6;FIKOM
Adina Walsh;Wanita;60,2;70,9;85,6;64,8;81,3;81,4;68,9;83,2;87,8;81,8;Ekskul_3;NA;Bekerja;Beasiswa;2009;Bogor;Tidak;Ya;4;FT
Aeris Greenwood;Pria;76,5;72,2;72,8;69,1;62,8;72,3;80,5;85,5;77,1;63,8;Tidak;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;UKM_2;Ya;6;FISIP
Aeris Hood;Pria;68,2;66,4;82,4;64,8;70,7;78,2;77;71,3;82,9;73,7;Ekskul_2;NA;Bekerja;Beasiswa;2008;Bekasi;UKM_4;Ya;5,5;FISIP
Aeris Horton;Wanita;76,1;79,8;70,2;79,7;85,8;64,2;70,8;79,5;64,6;87,8;Ekskul_5;NA;Bekerja;Beasiswa;2008;Bogor;UKM_1;Tidak;5,5;FTI
Aeris Mccormick;Wanita;75,7;60,7;61,3;82,1;61,6;75,2;67;62,9;63,2;71,8;Ekskul_5;Orang Tua;Bekerja;NA;2009;Bekasi;UKM_1;Tidak;7;FTI
Aeris Moore;Wanita;62,4;63,7;81,2;86,8;87,4;83,3;76,8;72,2;67,7;NA;Ekskul_4;Kos;Belum;Beasiswa;2007;Bekasi;UKM_1;Tidak;7;FTI
Aeris Rixon;Pria;63;85,2;65,5;87;80,3;80,5;78,8;77,3;78,1;62,8;Ekskul_4;NA;Belum;NA;2009;Karawang;UKM_4;Tidak;5;FTI
Aeris Wills;Wanita;64,9;85,1;67,5;65,1;67,3;64,2;88;87,1;85,1;NA;Ekskul_5;Kos;Bekerja;NA;2007;Serang;UKM_4;Ya;5;FIKOM
Agnes Beal;Wanita;80,7;79,8;74,6;86,4;73,1;85,4;78,7;73,9;85,9;78,5;Ekskul_3;Kos;Belum;Orang Tua;2009;Serang;UKM_2;Tidak;3,5;FISIP
Agnes Bradshaw;Wanita;88,6;87,8;61,2;62,6;76,7;79,4;79,4;64,8;87,9;76,1;Ekskul_2;NA;Bekerja;Orang Tua;2009;Karawang;Tidak;Ya;4;FTI
Agnes Bright;Wanita;72,1;71,6;77,4;66,9;79,1;78,1;66,1;66,2;61,4;81;Ekskul_4;NA;Belum;NA;2008;Karawang;UKM_4;Tidak;3,5;FISIP
Agnes Donovan;Pria;79,4;76,6;NA;85,9;77,8;74,2;76,5;60,3;65,3;75,1;Ekskul_1;Kos;Bekerja;Orang Tua;2009;Karawang;UKM_4;Tidak;6,5;FTI
Agnes Eddison;Wanita;85,7;77,5;64,6;70,9;74,6;84,5;87,9;87,6;70,8;68,7;Tidak;Orang Tua;Bekerja;Beasiswa;2007;Jakarta;UKM_3;Tidak;7;DKV
Agnes Griffiths;Wanita;78,3;76,6;88;65,7;66,9;75,3;66,1;85,7;64,5;63,3;Ekskul_2;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_1;Ya;4;FT
Agnes Irving;Wanita;74,2;72,5;70,6;67,3;75,9;69,7;86,4;84,8;81,5;87;Ekskul_2;NA;Belum;Beasiswa;2009;Tangerang;UKM_4;Ya;3,5;FTI
Agnes Lewis;Wanita;79,7;63,8;62,2;80,8;63,8;71,5;86,1;75;80,5;NA;Ekskul_2;Orang Tua;Bekerja;NA;2009;Bekasi;Tidak;Ya;6,5;DKV
Agnes Maxwell;Pria;64,7;76,2;88,2;82,8;79;85,6;87,4;87,7;71,6;85,3;Ekskul_1;Kos;Belum;Orang Tua;2007;Bekasi;Tidak;Ya;7;DKV
Agnes Nurton;Pria;76,6;81,2;64,2;61,1;80,7;80,3;69,1;67,7;NA;65,9;Ekskul_2;NA;Belum;Beasiswa;2009;Jakarta;UKM_3;Ya;5;FTI
Agnes Owen;Pria;83,6;71,4;61;80,3;73,1;80;65,2;82,6;67,5;67,7;Ekskul_4;NA;Belum;Beasiswa;2007;Tangerang;UKM_4;Tidak;5;DKV
Agnes Ross;Pria;66,3;82,7;72,3;83,3;78,6;61,5;86;78,7;77,4;75,7;Ekskul_4;Kos;Belum;Orang Tua;2008;Bekasi;Tidak;Ya;6,5;FIKOM
Agnes Russell;Pria;82,1;62,8;62,8;67;62,7;66,5;73,5;61,1;83,9;73,6;Ekskul_6;NA;Bekerja;Beasiswa;2007;Tangerang;UKM_4;Tidak;4;FIKOM
Agnes Veale;Pria;71,1;76,5;74,4;81,7;87,5;62,9;63,4;69,7;86,2;68,8;Ekskul_6;NA;Belum;Orang Tua;2009;Bekasi;UKM_4;Ya;3,5;DKV
Agnes Watt;Pria;85,7;79,6;70,8;81,4;66;75,2;72,2;85,6;70,2;88;Tidak;NA;Bekerja;NA;2009;Bekasi;UKM_3;Ya;3,5;DKV
Agnes Wilkinson;Pria;66,6;80,7;61,5;69,3;69,8;76,9;69,9;73,1;72,7;72,5;Ekskul_3;NA;Bekerja;NA;2008;Karawang;Tidak;Ya;6,5;FTI
Agnes Woods;Wanita;79,6;67,4;64,6;71,3;85,2;67,8;81,7;84,8;65,6;64,4;Ekskul_6;NA;Belum;Orang Tua;2009;Serang;UKM_1;Tidak;6,5;FT
Aiden Archer;Pria;70,4;77,3;NA;60,4;62,1;60,6;71,2;76,5;71,6;78,9;Ekskul_4;Orang Tua;Bekerja;Beasiswa;2009;Bogor;UKM_1;Tidak;4,5;DKV
Aiden Bailey;Wanita;66,8;72,9;81,4;81,4;88,6;86,3;69,9;63,9;82,4;65,2;Ekskul_3;Orang Tua;Belum;NA;2007;Serang;UKM_4;Ya;6;FT
Aiden Burnley;Wanita;88,2;80,7;75,1;62,1;73,4;73,1;86,5;79,7;81,9;69,1;Ekskul_4;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;Tidak;Tidak;4;FTI
Aiden Cavanagh;Wanita;85,6;73,1;84,9;86,3;68,3;63,2;82;63,5;77,3;61,7;Ekskul_5;Kos;Bekerja;Orang Tua;2008;Jakarta;UKM_2;Ya;4;FTI
Aiden Coleman;Pria;62,1;75,7;65,8;62,7;78,8;65,9;71,8;81,6;74,8;63;Ekskul_5;Orang Tua;Belum;Orang Tua;2009;Tangerang;UKM_4;Tidak;6;FTI
Aiden Connell;Wanita;76,5;62,2;79,7;69;72,2;87,2;67,4;67,7;83,4;81,4;Ekskul_4;NA;Bekerja;NA;2007;Jakarta;UKM_3;Ya;6,5;FIKOM
Aiden Denton;Wanita;86,4;74,3;75;67,8;81,2;73,5;62,3;78,7;73,8;84;Ekskul_6;NA;Bekerja;NA;2009;Serang;UKM_4;Ya;6,5;FIKOM
Aiden Douglas;Wanita;80,6;74,1;81;77,6;81,7;63,6;77,5;85;66,9;62,7;Ekskul_2;Kos;Bekerja;Beasiswa;2007;Bekasi;Tidak;Tidak;4;FTI
Aiden Downing;Wanita;82,5;86,8;75,2;69,6;85,2;76,3;81,9;60,9;86;74,9;Ekskul_2;Kos;Bekerja;NA;2007;Jakarta;UKM_4;Ya;4;FISIP
Aiden Flett;Pria;73,7;63,7;68,5;87,9;66,6;67,5;60,5;67;69,5;67,6;Ekskul_3;Orang Tua;Bekerja;NA;2008;Tangerang;UKM_3;Ya;3,5;FT
Aiden Foxley;Pria;73,6;84,7;67,6;74;61,1;82,9;85,1;67,5;68,7;72,2;Ekskul_2;Orang Tua;Belum;Orang Tua;2008;Serang;UKM_4;Tidak;5;FTI
Aiden Gaynor;Pria;83,7;71,2;67;77,8;76,6;60,2;67;84,9;65,7;66,5;Ekskul_5;Kos;Bekerja;Orang Tua;2009;Jakarta;UKM_4;Tidak;4,5;FIKOM
Aiden Gilmour;Pria;77,8;79,4;74;78,2;77,1;74,2;82,5;84,2;70,7;75,3;Ekskul_2;NA;Belum;Orang Tua;2009;Bekasi;UKM_2;Ya;7;DKV
Aiden Grey;Pria;64,5;77,6;NA;70,5;84,7;60,9;73,8;62,7;70;87,4;Ekskul_3;Kos;Belum;Beasiswa;2007;Bekasi;UKM_2;Ya;4;FIKOM
Aiden Hale;Wanita;84,7;73,5;88,4;80,1;78,2;81,8;69,2;65,5;72,1;82,6;Ekskul_5;Kos;Bekerja;Beasiswa;2007;Serang;UKM_2;Tidak;6,5;FTI
Aiden Harrington;Wanita;60,7;85,7;62,1;66,2;61,6;86,8;74,1;70,4;72,9;88,5;Ekskul_4;NA;Bekerja;NA;2008;Bogor;UKM_4;Tidak;5;FISIP
Aiden Harris;Wanita;75,1;72,5;64,6;87,5;87,1;77,3;81;69,8;72,5;NA;Tidak;Orang Tua;Bekerja;Beasiswa;2007;Serang;UKM_4;Tidak;5,5;FT
Aiden Ingram;Wanita;69,9;86,3;84,6;62,4;63,2;76,3;64,7;86,5;60,8;81,2;Ekskul_1;Orang Tua;Belum;Beasiswa;2009;Karawang;UKM_1;Ya;6,5;FTI
Aiden Jobson;Pria;69,4;80,3;88;73,2;81,9;77,3;81,5;64,5;81,1;60,4;Ekskul_4;Orang Tua;Belum;Orang Tua;2009;Tangerang;UKM_2;Ya;6,5;DKV
Aiden Lane;Wanita;83,9;82;67;78,7;68,5;74,4;72,6;77,6;87,3;61,5;Ekskul_3;Orang Tua;Belum;Beasiswa;2007;Karawang;UKM_3;Ya;4;FTI
Aiden Lynch;Pria;74,9;69,4;71,2;73,7;79,5;73,8;66,7;87,1;79,4;71,3;Ekskul_6;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_3;Ya;6,5;FTI
Aiden Miller;Wanita;84,2;71,7;70,3;84;65,6;69;70;62,7;83,6;87,3;Ekskul_2;NA;Bekerja;Beasiswa;2009;Serang;Tidak;Tidak;5,5;FT
Aiden Olson;Pria;71,4;75,1;76,6;72,4;62,4;68,5;84,6;79;81,9;NA;Ekskul_2;Orang Tua;Belum;NA;2007;Karawang;UKM_2;Ya;5;FTI
Aiden Parker;Wanita;69,7;67,9;69,6;62,9;73,6;67,9;63,2;85,1;74,9;79,2;Ekskul_1;Orang Tua;Belum;Orang Tua;2008;Bekasi;UKM_2;Tidak;5;FIKOM
Aiden Phillips;Wanita;80,7;63,5;74,5;81,7;81,7;73,5;80,3;62,6;82,1;72,9;Tidak;Kos;Bekerja;Beasiswa;2007;Karawang;UKM_4;Ya;3,5;FISIP
Aiden Reese;Wanita;78,8;85,9;NA;69;85,2;86,7;73,7;82,6;NA;87,6;Ekskul_2;NA;Belum;Beasiswa;2009;Bekasi;UKM_1;Ya;6;DKV
Aiden Sanchez;Pria;68;63,5;73,2;81,3;61,1;61,6;73,4;76,3;75,2;60,8;Ekskul_1;Orang Tua;Belum;NA;2008;Serang;UKM_2;Tidak;5,5;FTI
Aiden Saunders;Pria;84,5;76,7;73;81,6;78,6;74,9;61,6;62,3;88,4;83,6;Ekskul_2;NA;Belum;Beasiswa;2009;Bekasi;UKM_2;Tidak;4;DKV
Aiden Shelton;Wanita;79,9;64,4;72,2;71,4;60,6;68,6;80,2;69,8;72,1;74;Ekskul_5;Orang Tua;Belum;NA;2008;Karawang;UKM_3;Ya;6,5;FT
Aiden Squire;Pria;65,6;67,5;64,3;61,2;73,6;71,5;67,5;71,1;79,4;63,6;Ekskul_1;NA;Bekerja;Beasiswa;2009;Jakarta;UKM_1;Ya;6;FIKOM
Aiden Stewart;Wanita;64,4;82,4;66,5;79,3;77,9;79,4;65,7;78,6;76;73,6;Ekskul_3;NA;Bekerja;Beasiswa;2007;Serang;UKM_1;Ya;4;FIKOM
Aiden Trent;Wanita;67,7;77,4;73,3;76,9;73,8;77,5;84,1;68,9;74,6;NA;Ekskul_6;Kos;Bekerja;Beasiswa;2007;Karawang;UKM_2;Tidak;5;DKV
Aiden Vallins;Pria;63,1;71,6;84,9;81,6;61,2;74,1;68,9;68,1;68,8;81,1;Ekskul_5;Kos;Bekerja;Beasiswa;2007;Bogor;UKM_3;Tidak;5,5;FISIP
Aiden Verdon;Wanita;72;73,5;80,5;81,2;63,5;86;82,4;73,5;80,9;62,7;Ekskul_5;Orang Tua;Belum;NA;2009;Tangerang;UKM_3;Tidak;4;FISIP
Aiden Walter;Pria;61,2;77,4;68,5;67,3;68,9;65,7;81,2;84,9;66;88,3;Ekskul_5;Orang Tua;Belum;NA;2009;Karawang;Tidak;Tidak;4;FT
Aiden Wilkinson;Wanita;77,3;60,9;64,6;79,1;68,9;81,7;83,4;77,6;82;86,6;Ekskul_3;NA;Belum;Orang Tua;2009;Bekasi;UKM_1;Ya;4,5;FT
Aiden Wilson;Pria;78,9;75;85;72;84,6;84,8;67,8;66,3;68,5;81,7;Ekskul_4;Kos;Belum;Orang Tua;2007;Bogor;UKM_3;Ya;3,5;FT
Aiden Wright;Wanita;67;85,2;74;87,5;77,2;80,1;83;80,9;79,2;66,7;Ekskul_2;Kos;Belum;Orang Tua;2009;Jakarta;Tidak;Tidak;4,5;FTI
Aileen Archer;Pria;73,4;83,6;73,3;84,2;71,9;76,8;70,5;86,3;75,3;66;Ekskul_1;Orang Tua;Bekerja;Orang Tua;2007;Serang;UKM_4;Tidak;6;FIKOM
Aileen Bennett;Wanita;83,7;78,7;62,5;61,2;67;87,7;65,7;64,7;69;70,1;Ekskul_2;Kos;Bekerja;NA;2007;Serang;Tidak;Ya;6,5;DKV
Aileen Campbell;Pria;74,7;74,1;76,9;65,9;78,4;74,6;79,1;84,7;68,9;80,7;Ekskul_3;Orang Tua;Bekerja;NA;2009;Karawang;UKM_2;Ya;5;FIKOM
Aileen Crawford;Pria;75,7;85;69,8;71,9;81,4;66,8;68,1;68,1;79,3;76,1;Ekskul_4;Kos;Belum;Orang Tua;2007;Jakarta;UKM_4;Tidak;3,5;FIKOM
Aileen Daniells;Wanita;65,4;81,3;84,5;74,7;75,7;77,7;72,6;81,8;70,2;84,9;Tidak;NA;Belum;Orang Tua;2008;Serang;Tidak;Tidak;5,5;FTI
Aileen Drew;Pria;76;75,7;88,6;62,8;83,1;80,2;79,9;60,4;79,2;64,8;Tidak;NA;Belum;NA;2008;Bekasi;Tidak;Ya;6,5;FT
Aileen Dunbar;Wanita;66,3;86,6;63,3;67,2;62,9;68,7;84,3;66,4;88,3;87,1;Ekskul_4;NA;Belum;Orang Tua;2009;Bekasi;UKM_2;Tidak;5,5;FTI
Aileen Hooper;Pria;87,3;85,2;79,2;66,4;68,6;87,3;64,5;72,2;72,5;64,3;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Tidak;7;FISIP
Aileen Lindop;Wanita;85,4;85;74,3;64,9;66,9;70,4;88,1;67,1;78,4;74,4;Ekskul_2;Kos;Belum;NA;2009;Bogor;UKM_4;Tidak;3,5;FTI
Aileen Mitchell;Pria;68,9;79,9;77;67,5;76,1;81;84,8;60,6;63,5;82,2;Ekskul_2;NA;Belum;Orang Tua;2007;Bekasi;UKM_2;Tidak;7;FTI
Aileen Moore;Wanita;82,5;69,9;68,3;65;84,4;75,7;86,7;76,6;75,8;81,6;Ekskul_2;NA;Belum;NA;2007;Serang;UKM_2;Ya;6;DKV
Aileen Richardson;Pria;80,6;68,8;72,5;88,1;65,9;86,9;88;77,1;82,4;74,2;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2007;Karawang;UKM_1;Tidak;6;FIKOM
Aileen Smith;Pria;62,2;84,8;71,5;62,2;77,8;70,7;70,6;63,1;72,7;NA;Ekskul_3;NA;Belum;Beasiswa;2008;Karawang;UKM_2;Ya;6;FIKOM
Aileen Stone;Pria;77,6;72;NA;60,3;86,4;74;60,3;72,5;84,3;63,8;Ekskul_1;Kos;Bekerja;Beasiswa;2009;Serang;UKM_3;Tidak;6,5;FIKOM
Aileen Vane;Pria;74,5;62,7;62,1;60,7;70,4;76,7;62,4;65,6;84,3;77,5;Ekskul_2;NA;Belum;NA;2008;Karawang;Tidak;Ya;5;FT
Aileen Yard;Pria;66,2;75,3;74,1;82,2;69,4;82,1;75,5;81,9;66,5;78,1;Ekskul_1;Orang Tua;Bekerja;NA;2007;Bogor;UKM_3;Tidak;5,5;FIKOM
Aisha Carson;Pria;87,4;85,5;88,4;80,9;81,2;67,4;69;77,3;67,3;83,2;Ekskul_1;Orang Tua;Bekerja;Orang Tua;2009;Serang;UKM_2;Ya;4;FT
Aisha Chadwick;Pria;69;78,2;83,3;82,2;63,4;70,1;81,8;84,9;62,3;88,4;Ekskul_2;Kos;Belum;NA;2007;Karawang;UKM_3;Tidak;6,5;FT
Aisha Denton;Wanita;71;82,4;71,3;72,1;84,4;68;72,1;80,5;60,3;87,6;Ekskul_3;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_2;Tidak;3,5;FTI
Aisha Hamilton;Pria;64,8;64,3;87,8;83,3;61,6;83,2;68,7;70,2;74,3;71;Ekskul_3;Kos;Bekerja;Beasiswa;2007;Karawang;Tidak;Tidak;6,5;DKV
Aisha Judd;Wanita;73,1;67,3;66,2;88,1;69,4;61,1;76,3;68,7;63,9;84,9;Ekskul_5;Kos;Belum;Beasiswa;2008;Bekasi;UKM_3;Ya;5;FT
Aisha Kaur;Wanita;69,4;79;74,1;76,6;85;68,8;63,2;72,6;86,9;64,2;Tidak;Kos;Belum;Orang Tua;2007;Karawang;Tidak;Ya;5;DKV
Aisha King;Wanita;81,8;62,2;62,2;77,2;60,4;62,4;70,2;88,4;82,6;72,4;Ekskul_1;NA;Belum;NA;2007;Bekasi;UKM_4;Tidak;6,5;FTI
Aisha Mcneill;Wanita;62,4;65,4;72,2;85,6;72,7;77,4;81;85,3;62,7;70,3;Ekskul_3;NA;Belum;Beasiswa;2007;Bekasi;UKM_4;Tidak;6;FIKOM
Aisha Page;Pria;65;62,3;79,2;67,2;81,3;79,3;74,2;81,7;81,9;77,8;Ekskul_5;Kos;Bekerja;Beasiswa;2009;Karawang;UKM_3;Tidak;4;FIKOM
Aisha Power;Wanita;66,2;70,3;68,4;82,8;73,5;70;72;86,1;77,8;76,4;Ekskul_4;Orang Tua;Belum;NA;2007;Karawang;UKM_1;Tidak;4;FIKOM
Aisha Richardson;Wanita;76,9;70,2;72,3;75,1;77,3;86,9;73,5;79;68,4;71,7;Ekskul_5;Kos;Belum;Beasiswa;2007;Tangerang;UKM_2;Tidak;4,5;DKV
Aisha Torres;Wanita;73,7;80,7;69;62,5;80,7;72,2;83,9;67,3;86;77,7;Ekskul_4;NA;Bekerja;Orang Tua;2009;Serang;UKM_3;Ya;5;DKV
Aisha Tutton;Pria;80,8;80,9;NA;62;82,8;60,8;88;74,6;66,2;64,8;Ekskul_1;Orang Tua;Belum;Beasiswa;2009;Bogor;Tidak;Tidak;3,5;FT
Alan Addley;Wanita;75,2;69,4;75,4;84,9;81,8;77,2;61,8;81,9;88;76,1;Ekskul_5;NA;Bekerja;NA;2007;Tangerang;UKM_3;Tidak;6;DKV
Alan Aldridge;Pria;70,5;62,6;82,1;79;83,4;69,8;86,2;85,8;68,2;64;Ekskul_4;Kos;Belum;Orang Tua;2008;Bekasi;UKM_2;Tidak;4;FTI
Alan Ashwell;Wanita;61,5;62,1;75,7;68;86,3;84,4;64,6;79,2;87,9;NA;Ekskul_1;Orang Tua;Bekerja;NA;2008;Karawang;UKM_3;Tidak;7;FIKOM
Alan Attwood;Wanita;67;72,7;82,6;63,2;76,2;81,7;65,9;66,6;62,4;62,5;Ekskul_1;NA;Belum;NA;2007;Tangerang;UKM_2;Ya;3,5;FTI
Alan Bingham;Pria;64;88,6;78,1;64,8;81;88,6;64,7;68,7;NA;69,2;Ekskul_4;Kos;Belum;Beasiswa;2009;Serang;UKM_2;Tidak;4;FISIP
Alan Brooks;Wanita;77,5;86;75;77,7;86;69,1;68,1;74,2;75,4;70;Ekskul_2;Kos;Belum;NA;2009;Serang;UKM_2;Tidak;5;FTI
Alan Collins;Pria;87,3;84,2;66,1;81,8;80,8;82,8;71,2;65,7;74,9;73,7;Ekskul_6;Kos;Bekerja;Orang Tua;2009;Karawang;Tidak;Ya;5,5;FISIP
Alan Crawford;Wanita;68,5;76,5;67,7;64,4;82,9;83,5;67,3;72,5;71,3;72,5;Ekskul_2;NA;Bekerja;NA;2008;Bekasi;UKM_2;Ya;4;FIKOM
Alan Denton;Wanita;74,1;88,5;61,3;88,6;61,4;84,4;83,2;76,2;88,3;71,9;Tidak;Orang Tua;Belum;NA;2009;Bogor;Tidak;Ya;5,5;FISIP
Alan Duvall;Wanita;73,6;63;68,6;65,1;66,4;82,8;66,7;77,5;NA;63,5;Ekskul_5;Orang Tua;Belum;NA;2009;Tangerang;UKM_4;Ya;4,5;FT
Alan Edwards;Pria;66,1;75,9;85,5;66,3;87,5;68,4;81,8;81,9;62,6;NA;Ekskul_2;Orang Tua;Bekerja;Beasiswa;2007;Bekasi;UKM_1;Ya;4,5;FTI
Alan Flett;Wanita;72,6;77,3;79,1;81,5;64,7;70,5;88,2;60,6;65,2;63,8;Ekskul_4;Orang Tua;Belum;Orang Tua;2008;Jakarta;UKM_2;Tidak;5;FISIP
Alan Forester;Pria;74,7;61,7;61,5;62;68,1;71,9;88,4;72,6;77,7;70,8;Ekskul_4;Orang Tua;Bekerja;Beasiswa;2009;Tangerang;UKM_3;Ya;6;FTI
Alan Gates;Wanita;68,3;85,7;NA;86,4;65,6;78,1;63,8;67,3;74,8;68;Ekskul_4;Kos;Bekerja;NA;2009;Jakarta;UKM_3;Ya;3,5;FT
Alan Glynn;Pria;79,9;76,6;88,3;83,2;61,8;60,7;64,9;77;65,9;80;Tidak;NA;Belum;Orang Tua;2008;Jakarta;Tidak;Ya;6;FISIP
Alan Grant;Pria;63,4;83,2;82,5;64,1;63,7;62,9;60,9;66,9;78,1;60,3;Ekskul_5;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Tidak;4;FT
Alan Hepburn;Pria;65,8;84;61,8;80,8;74,2;68,6;83,3;79,1;69;73,1;Ekskul_3;NA;Belum;Orang Tua;2009;Bekasi;UKM_2;Tidak;4,5;DKV
Alan Hill;Pria;69,7;76,5;79,5;88,6;79,9;70,4;76;79,1;78,5;61;Ekskul_5;Kos;Belum;NA;2008;Tangerang;UKM_1;Ya;4;FTI
Alan Hopkinson;Wanita;71,5;77,6;NA;79;84,7;83,9;86,9;68,6;60,7;75,7;Ekskul_4;NA;Bekerja;Beasiswa;2008;Bekasi;Tidak;Ya;3,5;FT
Alan Ingram;Wanita;62,9;61,1;NA;60,9;67,2;82,1;73,9;69,6;79;NA;Ekskul_2;NA;Belum;Orang Tua;2008;Bekasi;UKM_2;Tidak;3,5;FISIP
Alan Jefferson;Wanita;64,6;61,8;74,7;62,7;71,1;78,7;82,3;74,9;65,1;65,8;Ekskul_4;Kos;Bekerja;Orang Tua;2009;Bekasi;UKM_1;Ya;7;FISIP
Alan Jenkins;Wanita;70,3;61,6;83;86,8;65,4;77,5;77;79;88,1;78,3;Ekskul_1;Kos;Bekerja;Beasiswa;2009;Bekasi;UKM_2;Tidak;4,5;FIKOM
Alan Jones;Pria;63,7;72,5;87,8;61,4;60,2;72,5;63,5;71,7;86,5;72,9;Ekskul_5;NA;Belum;Beasiswa;2007;Serang;UKM_4;Tidak;4;FIKOM
Alan Knott;Wanita;65,1;74,6;60,6;86,2;77,6;66,8;65,5;74,9;74,6;87,6;Ekskul_4;Orang Tua;Bekerja;NA;2008;Bogor;UKM_3;Tidak;4,5;FISIP
Alan Lunt;Pria;61,5;70,3;NA;71,5;77,6;69,2;75,7;86,5;65,1;81,8;Tidak;Orang Tua;Bekerja;Beasiswa;2008;Serang;UKM_3;Ya;4,5;FT
Alan Lynch;Wanita;63,9;79,8;67,7;64,5;84,7;67,3;63,8;61,4;86,9;79,7;Tidak;NA;Belum;NA;2008;Jakarta;UKM_3;Tidak;5,5;DKV
Alan Marshall;Wanita;69,7;80,6;62,2;70,6;77,3;77,7;75,6;86,8;83,1;65,7;Ekskul_1;Orang Tua;Bekerja;Orang Tua;2009;Karawang;UKM_4;Ya;4;DKV
Alan May;Wanita;83,6;75,8;83,8;79,8;87,9;79,6;73,8;81,3;69,1;68,4;Ekskul_5;Kos;Belum;NA;2009;Bekasi;UKM_3;Ya;6;FIKOM
Alan Miller;Wanita;78,7;84,8;77,5;62;63,5;72,1;80,2;60,8;79,1;75,1;Ekskul_5;Orang Tua;Belum;Beasiswa;2009;Bogor;Tidak;Ya;5,5;FTI
Alan Moore;Pria;72,3;87,2;73,4;67,9;79,9;71,1;65,8;73,4;70,2;86,9;Ekskul_5;NA;Belum;NA;2009;Serang;UKM_3;Ya;3,5;FISIP
Alan Powell;Pria;80,4;86,4;NA;85,1;63,1;70,4;70,6;66,9;71,6;69,9;Tidak;NA;Belum;NA;2007;Bekasi;Tidak;Ya;4,5;FISIP
Alan Reading;Pria;72,6;83,6;68,2;74,5;74,2;81,4;65;74,8;60,2;63,6;Tidak;Kos;Belum;NA;2009;Karawang;UKM_2;Ya;6,5;FTI
Alan Redfern;Wanita;87,5;76,1;77,4;79,2;66,1;78,7;75,8;81,5;73;NA;Ekskul_5;NA;Bekerja;Orang Tua;2007;Jakarta;Tidak;Tidak;6;FT
Alan Richardson;Pria;75,4;70,6;70,4;81,4;77,8;73,9;60,3;64,2;69,8;80,4;Ekskul_5;NA;Bekerja;Beasiswa;2009;Serang;UKM_4;Tidak;4;FTI
Alan Rogers;Pria;75,5;81,4;73,7;79,3;63,7;69;74,5;85,5;62,1;63,3;Ekskul_2;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_3;Ya;5;FIKOM
Alan Sanchez;Pria;65,4;86,7;NA;66,4;85,8;87;63,1;77;61,3;87,4;Tidak;NA;Belum;NA;2009;Tangerang;UKM_2;Tidak;3,5;FISIP
Alan Shields;Pria;87,7;63,8;68,5;84,2;66,7;81,4;72,3;70,4;61,1;63,1;Ekskul_5;Orang Tua;Belum;Orang Tua;2009;Serang;UKM_2;Ya;3,5;FTI
Alan Slater;Pria;85,6;70,2;61;79,3;60,3;82,2;83,6;68,2;82,4;65,2;Tidak;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Tidak;5,5;FTI
